Time,Температура (°C),Влажность (%),Авария,Счетчик аварий
22.07.2026 22:02:50.503,25.822754,54.968262,0.000000,0.000000
22.07.2026 22:02:50.615,25.822754,54.968262,0.000000,0.000000
22.07.2026 22:02:50.727,25.822754,54.968262,0.000000,0.000000
22.07.2026 22:02:50.839,25.863037,54.943848,0.000000,0.000000
22.07.2026 22:02:50.951,25.873108,54.943848,0.000000,0.000000
22.07.2026 22:02:51.063,25.772400,54.968262,0.000000,0.000000
22.07.2026 22:02:51.174,25.792542,54.968262,0.000000,0.000000
22.07.2026 22:02:51.286,25.792542,54.968262,0.000000,0.000000
22.07.2026 22:02:51.398,25.802612,54.968262,0.000000,0.000000
22.07.2026 22:02:51.510,25.792542,54.968262,0.000000,0.000000
22.07.2026 22:02:51.622,25.792542,54.968262,0.000000,0.000000
22.07.2026 22:02:51.734,25.802612,54.968262,0.000000,0.000000
22.07.2026 22:02:51.844,25.832825,54.968262,0.000000,0.000000
22.07.2026 22:02:51.960,25.772400,54.968262,0.000000,0.000000
22.07.2026 22:02:52.069,25.752258,54.968262,0.000000,0.000000
22.07.2026 22:02:52.184,25.792542,54.968262,0.000000,0.000000
22.07.2026 22:02:52.296,25.822754,54.968262,0.000000,0.000000
22.07.2026 22:02:52.408,25.832825,54.968262,0.000000,0.000000
22.07.2026 22:02:52.519,25.772400,54.968262,0.000000,0.000000
22.07.2026 22:02:52.631,25.802612,54.968262,0.000000,0.000000
22.07.2026 22:02:52.743,25.832825,54.968262,0.000000,0.000000
22.07.2026 22:02:52.855,25.792542,54.968262,0.000000,0.000000
22.07.2026 22:02:52.967,25.772400,54.968262,0.000000,0.000000
22.07.2026 22:02:53.079,25.802612,54.968262,0.000000,0.000000
22.07.2026 22:02:53.191,25.792542,54.968262,0.000000,0.000000
22.07.2026 22:02:53.303,25.752258,54.968262,0.000000,0.000000
22.07.2026 22:02:53.415,25.792542,54.968262,0.000000,0.000000
22.07.2026 22:02:53.527,25.752258,54.968262,0.000000,0.000000
22.07.2026 22:02:53.639,25.792542,54.968262,0.000000,0.000000
22.07.2026 22:02:53.751,25.752258,54.968262,0.000000,0.000000
22.07.2026 22:02:53.863,25.802612,54.968262,0.000000,0.000000
22.07.2026 22:02:53.975,25.772400,54.968262,0.000000,0.000000
22.07.2026 22:02:54.087,25.772400,54.968262,0.000000,0.000000
22.07.2026 22:02:54.199,25.752258,54.968262,0.000000,0.000000
22.07.2026 22:02:54.311,25.802612,54.870605,0.000000,0.000000
22.07.2026 22:02:54.423,25.792542,54.968262,0.000000,0.000000
22.07.2026 22:02:54.535,25.792542,54.870605,0.000000,0.000000
22.07.2026 22:02:54.647,25.752258,54.968262,0.000000,0.000000
22.07.2026 22:02:54.759,25.772400,54.870605,0.000000,0.000000
22.07.2026 22:02:54.871,25.742188,54.870605,0.000000,0.000000
22.07.2026 22:02:54.983,25.772400,54.870605,0.000000,0.000000
22.07.2026 22:02:55.095,25.772400,54.870605,0.000000,0.000000
22.07.2026 22:02:55.206,25.802612,54.870605,0.000000,0.000000
22.07.2026 22:02:55.318,25.802612,54.870605,0.000000,0.000000
22.07.2026 22:02:55.429,25.711975,54.870605,0.000000,0.000000
22.07.2026 22:02:55.541,25.752258,54.870605,0.000000,0.000000
22.07.2026 22:02:55.653,25.802612,54.870605,0.000000,0.000000
22.07.2026 22:02:55.765,25.802612,54.870605,0.000000,0.000000
22.07.2026 22:02:55.877,25.752258,54.870605,0.000000,0.000000
22.07.2026 22:02:55.989,25.792542,54.870605,0.000000,0.000000
22.07.2026 22:02:56.101,25.752258,54.870605,0.000000,0.000000
22.07.2026 22:02:56.212,25.742188,54.870605,0.000000,0.000000
22.07.2026 22:02:56.324,25.752258,54.870605,0.000000,0.000000
22.07.2026 22:02:56.435,25.742188,54.772949,0.000000,0.000000
22.07.2026 22:02:56.547,25.752258,54.772949,0.000000,0.000000
22.07.2026 22:02:56.659,25.772400,54.772949,0.000000,0.000000
22.07.2026 22:02:56.770,25.742188,54.772949,0.000000,0.000000
22.07.2026 22:02:56.882,25.802612,54.772949,0.000000,0.000000
22.07.2026 22:02:56.994,25.772400,54.772949,0.000000,0.000000
22.07.2026 22:02:57.106,25.752258,54.772949,0.000000,0.000000
22.07.2026 22:02:57.218,25.792542,54.772949,0.000000,0.000000
22.07.2026 22:02:57.330,25.742188,54.772949,0.000000,0.000000
22.07.2026 22:02:57.442,25.792542,54.772949,0.000000,0.000000
